NumberTokens,FirstPerson,Enclise,Demonstrative,GrammarErrors,SentenceLong,DiscourseMarkers,SpellingCheck,FleshScore,StyleErrors,SimilarityPrompt,NumberDiffWords,FirstPersonNorm,EncliseNorm,DemonstrativeNorm,GrammarErrorsNorm,DiscourseMarkersNorm,SpellingCheckNorm,StyleErrorsNorm,IndeterminationInstrucments,FirstPersonPlural,PassiveVoice,SubordinateClause,LexicalComplexity,AnaphorPronouns,RacistTerms,SimilaritySentences,SimilaritySentencesMax,Articles,Pronouns,Adverbs,Conjunctions,ConclusionMarkers,finalgrade,filename,understandingGrade,selectinginfoGrade,showknowGrade,solutionGrade,formalGrade
393.0,0.0,1.0,0.0,0.0,14.0,13.0,22.0,60.010876,16.0,0.9600736999999999,208.0,0.0,0.0025445293,0.0,0.0,0.8125,0.055979642999999996,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.06327285,0.18269685,0.3904762,0.20952381,0.050890584,0.045801528,7.0,750.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6407.xml,150.0,150.0,150.0,150.0,150.0
294.0,1.0,1.0,2.0,0.0,8.0,6.0,24.0,83.55357,3.0,0.92354995,135.0,0.0034013604999999997,0.0034013604999999997,0.006802720999999999,0.0,0.3,0.08163265,0.15,0.0,2.0,2.0,2.0,1.0,4.0,0.0,0.08723795,0.22296347,0.38356164,0.30136988,0.10204082,0.030612245,2.0,450.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6413.xml,50.0,100.0,100.0,100.0,100.0
294.0,1.0,0.0,1.0,0.0,6.0,13.0,26.0,56.043983,41.0,0.96277696,172.0,0.0034013604999999997,0.0,0.0034013604999999997,0.0,1.625,0.088435374,5.125,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.07893559,0.29895276,0.3243243,0.2027027,0.08163265,0.044217687,0.0,300.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6405.xml,50.0,50.0,50.0,100.0,50.0
455.0,3.0,4.0,2.0,0.0,13.0,8.0,28.0,53.08962,4.0,0.93646276,246.0,0.0065934067,0.008791209,0.0043956046,0.0,0.53333336,0.06153846,0.26666668,4.0,2.0,1.0,2.0,7.0,0.0,0.0,0.08942876,0.21096829,0.27906978,0.13178295,0.054945055,0.046153847000000005,2.0,800.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6411.xml,150.0,200.0,150.0,150.0,150.0
499.0,1.0,2.0,2.0,0.0,19.0,15.0,30.0,54.425064,5.0,0.9102596,221.0,0.002004008,0.004008016,0.004008016,0.0,0.71428573,0.06012024,0.23809524,0.0,5.0,1.0,4.0,0.0,5.0,1.0,0.10026554,0.37268429999999997,0.30894309999999997,0.22764228,0.0741483,0.054108217,13.0,750.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6439.xml,150.0,150.0,150.0,150.0,150.0
269.0,2.0,1.0,2.0,0.0,10.0,8.0,32.0,78.090355,3.0,0.9360257,142.0,0.007434944000000001,0.0037174720000000003,0.007434944000000001,0.0,0.8,0.11895911,0.3,1.0,2.0,0.0,1.0,3.0,1.0,1.0,0.05413153,0.1326977,0.31818179999999996,0.33333334,0.07434944,0.040892195,3.0,650.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6438.xml,100.0,100.0,150.0,150.0,150.0
286.0,0.0,3.0,0.0,0.0,7.0,5.0,34.0,64.8163,4.0,0.95845467,156.0,0.0,0.01048951,0.0,0.0,0.625,0.11888112,0.5,2.0,2.0,0.0,1.0,7.0,1.0,0.0,0.08112418,0.18091759,0.28947368,0.23684211,0.04895105,0.03846154,1.0,500.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6410.xml,100.0,100.0,100.0,100.0,100.0
280.0,0.0,0.0,1.0,0.0,12.0,8.0,36.0,77.46356999999999,6.0,0.9222118,163.0,0.0,0.0,0.0035714286,0.0,0.5714286,0.12857144,0.42857143,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.058734108,0.18294454,0.36065573,0.26229507,0.075,0.03214286,2.0,700.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6463.xml,100.0,150.0,150.0,150.0,150.0
267.0,1.0,1.0,0.0,0.0,9.0,4.0,38.0,60.656178000000004,4.0,0.9303104,157.0,0.0037453184000000002,0.0037453184000000002,0.0,0.0,0.44444445,0.1423221,0.44444445,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.051207304,0.21940660000000003,0.328125,0.234375,0.06367041,0.041198503,2.0,400.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6477.xml,50.0,100.0,100.0,50.0,100.0
363.0,1.0,4.0,1.0,0.0,14.0,6.0,40.0,68.57455,4.0,0.94852895,213.0,0.0027548209999999997,0.011019283999999999,0.0027548209999999997,0.0,0.3529412,0.110192835,0.23529412,0.0,0.0,2.0,2.0,7.0,1.0,1.0,0.038432185,0.12030428,0.3678161,0.27586207,0.060606062,0.019283747,1.0,750.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6517.xml,150.0,150.0,150.0,150.0,150.0
348.0,1.0,1.0,0.0,0.0,10.0,17.0,42.0,64.05689,5.0,0.9151475,186.0,0.0028735632,0.0028735632,0.0,0.0,1.4166666,0.12068965,0.41666666,1.0,0.0,2.0,2.0,7.0,3.0,3.0,0.06553333,0.2762638,0.35064936,0.38961038,0.10344828,0.05172414,5.0,700.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6502.xml,150.0,100.0,150.0,150.0,150.0
360.0,4.0,1.0,2.0,0.0,10.0,10.0,44.0,40.275,7.0,0.94453275,226.0,0.011111111000000002,0.0027777778,0.005555555699999999,0.0,1.0,0.12222222,0.7,1.0,3.0,3.0,3.0,2.0,2.0,1.0,0.07259913,0.11435743,0.41379312,0.28735632,0.05,0.047222223,5.0,650.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6516.xml,100.0,100.0,150.0,150.0,150.0
237.0,1.0,0.0,2.0,0.0,5.0,7.0,46.0,39.783159999999995,7.0,0.9093805,124.0,0.004219409,0.0,0.008438818,0.0,1.4,0.19409283,1.4,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.06545571,0.12628222,0.29310346,0.41379312,0.05907173,0.046413504,1.0,650.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6476.xml,100.0,100.0,150.0,150.0,150.0
267.0,0.0,0.0,1.0,0.0,7.0,3.0,48.0,51.209663,23.0,0.91934824,147.0,0.0,0.0,0.0037453184000000002,0.0,0.375,0.17977528,2.875,0.0,12.0,1.0,1.0,4.0,1.0,0.0,0.11362910000000001,0.5314745,0.27868852,0.52459013,0.06741573,0.033707865,4.0,350.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6462.xml,50.0,50.0,100.0,50.0,100.0
276.0,0.0,0.0,5.0,0.0,10.0,7.0,50.0,67.86261,4.0,0.8559714,147.0,0.0,0.0,0.018115941,0.0,0.7,0.18115942,0.4,0.0,3.0,2.0,1.0,0.0,4.0,0.0,0.12815234,0.19028264,0.421875,0.390625,0.10507246,0.032608695,3.0,600.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6489.xml,100.0,100.0,150.0,100.0,150.0
309.0,1.0,1.0,1.0,0.0,13.0,2.0,52.0,66.01935999999999,6.0,0.95681685,180.0,0.003236246,0.003236246,0.003236246,0.0,0.11764706,0.16828479,0.3529412,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.055887606,0.22756031,0.41975307,0.14814815,0.074433655,0.035598706,3.0,700.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6448.xml,150.0,100.0,150.0,150.0,150.0
361.0,0.0,0.0,1.0,0.0,11.0,6.0,54.0,50.12086,6.0,0.9188911,181.0,0.0,0.0,0.002770083,0.0,0.46153846,0.14958449,0.46153846,0.0,12.0,1.0,4.0,2.0,2.0,1.0,0.10556989,0.30560303,0.22727273,0.36363637,0.077562325,0.038781162,2.0,750.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6460.xml,150.0,150.0,150.0,150.0,150.0
329.0,1.0,2.0,0.0,0.0,11.0,10.0,56.0,55.85714,1.0,0.92555535,164.0,0.0030395137,0.0060790274,0.0,0.0,0.90909094,0.17021276,0.09090909,1.0,0.0,2.0,3.0,6.0,2.0,1.0,0.10550585400000001,0.33932940000000006,0.30120483,0.25301206,0.0881459,0.027355623,6.0,850.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6528.xml,150.0,150.0,200.0,150.0,200.0
260.0,0.0,1.0,1.0,0.0,11.0,5.0,58.0,72.23385,3.0,0.9393074,131.0,0.0,0.0038461538,0.0038461538,0.0,0.45454547,0.22307692,0.27272728,1.0,3.0,0.0,1.0,3.0,1.0,0.0,0.07889548,0.17377189,0.4375,0.1875,0.08461539,0.04230769400000001,3.0,550.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6500.xml,100.0,100.0,100.0,150.0,100.0
256.0,0.0,0.0,2.0,0.0,6.0,2.0,60.0,41.63156,5.0,0.9279879000000001,150.0,0.0,0.0,0.0078125,0.0,0.33333334,0.234375,0.8333333,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.07149655,0.2433505,0.31343284,0.31343284,0.07421875,0.04296875,4.0,500.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6514.xml,100.0,100.0,100.0,100.0,100.0
338.0,2.0,2.0,1.0,0.0,10.0,11.0,62.0,66.95600999999999,2.0,0.94823825,160.0,0.00591716,0.00591716,0.00295858,0.0,1.0,0.18343195,0.18181819,2.0,0.0,4.0,2.0,3.0,0.0,0.0,0.061664008,0.11154447,0.36842105,0.2631579,0.07692308,0.03550296,3.0,650.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6515.xml,100.0,100.0,150.0,150.0,150.0
213.0,1.0,1.0,0.0,0.0,8.0,3.0,64.0,57.084362,1.0,0.94542986,131.0,0.0046948357,0.0046948357,0.0,0.0,0.33333334,0.3004695,0.11111111,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.032698393,0.12668458,0.37931034,0.15517241,0.065727696,0.051643193,3.0,900.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6501.xml,200.0,150.0,200.0,150.0,200.0
438.0,1.0,0.0,2.0,0.0,13.0,10.0,66.0,50.38932,7.0,0.9593289,231.0,0.002283105,0.0,0.00456621,0.0,0.7692308000000001,0.15068494,0.53846157,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.09344376,0.20414825,0.33027524,0.24770643,0.07990868,0.03196347,5.0,850.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6529.xml,200.0,150.0,200.0,150.0,150.0
321.0,0.0,2.0,5.0,0.0,7.0,9.0,68.0,57.02401700000001,10.0,0.945475,164.0,0.0,0.0062305293999999995,0.015576323999999999,0.0,1.0,0.211838,1.1111111999999999,1.0,2.0,2.0,2.0,2.0,4.0,1.0,0.051018994000000005,0.16501725,0.32051283,0.34615386,0.07788162,0.043613705999999995,2.0,500.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6461.xml,100.0,100.0,100.0,100.0,100.0
384.0,2.0,1.0,1.0,0.0,14.0,3.0,70.0,65.71625,3.0,0.9412318999999999,193.0,0.0052083335,0.0026041667,0.0026041667,0.0,0.2,0.18229167,0.2,0.0,3.0,2.0,1.0,6.0,1.0,1.0,0.07041148,0.1319364,0.28431374,0.1764706,0.0546875,0.041666668,6.0,650.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6475.xml,100.0,100.0,150.0,150.0,150.0
184.0,1.0,0.0,0.0,0.0,3.0,3.0,72.0,16.34066,15.0,0.9431303,115.0,0.0054347827,0.0,0.0,0.0,1.0,0.39130434,5.0,0.0,6.0,0.0,2.0,2.0,0.0,1.0,0.13331933,0.2584427,0.41666666,0.25,0.048913042999999996,0.032608695,0.0,500.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6449.xml,100.0,100.0,100.0,100.0,100.0
307.0,0.0,0.0,1.0,0.0,11.0,10.0,74.0,65.108246,4.0,0.9459638000000001,163.0,0.0,0.0,0.0032573289,0.0,0.7692308000000001,0.24104235,0.30769232,0.0,1.0,4.0,1.0,3.0,1.0,0.0,0.05400193,0.17082999999999998,0.46478873,0.22535211,0.084690556,0.039087947000000005,4.0,750.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6471.xml,150.0,150.0,150.0,150.0,150.0
310.0,1.0,4.0,2.0,0.0,6.0,6.0,76.0,19.410007,20.0,0.9211405,184.0,0.0032258064,0.012903226,0.006451613,0.0,1.0,0.24516129999999997,3.3333333,1.0,1.0,2.0,5.0,6.0,6.0,0.0,0.045670286,0.11458901,0.28915662,0.3253012,0.077419356,0.048387095,4.0,750.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6465.xml,150.0,150.0,150.0,150.0,150.0
313.0,0.0,3.0,2.0,0.0,5.0,10.0,78.0,30.920687,38.0,0.8996061,192.0,0.0,0.009584664,0.0063897762,0.0,1.4285715,0.24920128,5.428571,1.0,0.0,3.0,2.0,5.0,2.0,0.0,0.08689516,0.19401036,0.32857144,0.34285715,0.08306709,0.060702875,0.0,500.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6459.xml,100.0,100.0,100.0,100.0,100.0
225.0,0.0,0.0,0.0,0.0,6.0,9.0,80.0,66.29199,6.0,0.946998,126.0,0.0,0.0,0.0,0.0,1.0,0.35555556,0.6666667,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.055156384,0.13111013,0.49180329999999994,0.21311475,0.08,0.031111112000000003,3.0,550.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6505.xml,100.0,100.0,100.0,150.0,100.0
359.0,2.0,0.0,2.0,0.0,7.0,14.0,82.0,41.53797,5.0,0.89717245,174.0,0.005571030500000001,0.0,0.005571030500000001,0.0,2.0,0.22841226,0.71428573,0.0,1.0,0.0,3.0,3.0,5.0,1.0,0.12679227,0.5104835,0.43589744,0.41025642,0.09192201,0.0724234,5.0,500.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6511.xml,100.0,100.0,100.0,100.0,100.0
451.0,0.0,2.0,4.0,0.0,9.0,11.0,84.0,36.951077000000005,7.0,0.883293,225.0,0.0,0.0044345897999999995,0.0088691795,0.0,1.2222222,0.18625277,0.7777778000000001,1.0,7.0,3.0,3.0,6.0,3.0,3.0,0.06455614,0.17618029999999998,0.37931034,0.6436782,0.06651885,0.08425721,7.0,550.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6539.xml,100.0,100.0,100.0,150.0,100.0
415.0,5.0,2.0,5.0,0.0,13.0,11.0,86.0,59.16964300000001,4.0,0.9581938,219.0,0.012048192,0.004819277,0.012048192,0.0,0.78571427,0.20722891,0.2857143,2.0,1.0,5.0,1.0,6.0,4.0,0.0,0.09049548,0.20097122,0.27777779999999996,0.28703704,0.06746988,0.03373494,3.0,650.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6538.xml,100.0,100.0,150.0,150.0,150.0
356.0,2.0,1.0,4.0,0.0,9.0,3.0,88.0,40.287647,2.0,0.93707025,193.0,0.0056179776,0.0028089888,0.011235955,0.0,0.33333334,0.24719101,0.22222222,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.071717344,0.15316443,0.19811320000000002,0.20754717,0.04494382,0.028089887999999997,2.0,600.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6510.xml,100.0,100.0,150.0,100.0,150.0
378.0,2.0,0.0,1.0,0.0,12.0,14.0,90.0,62.04619,9.0,0.95585835,174.0,0.005291005,0.0,0.0026455026000000003,0.0,1.1666666,0.23809524,0.75,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.08100406,0.27145022,0.33333334,0.29032257,0.071428575,0.05026455,5.0,700.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6458.xml,150.0,150.0,100.0,150.0,150.0
270.0,0.0,1.0,2.0,0.0,10.0,4.0,92.0,52.455,4.0,0.94429964,165.0,0.0,0.0037037036,0.0074074073,0.0,0.36363637,0.34074074,0.36363637,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.068020724,0.26759829999999996,0.36764705,0.27941176,0.06296296400000001,0.037037037,2.0,650.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6464.xml,100.0,100.0,150.0,150.0,150.0
353.0,0.0,3.0,1.0,0.0,10.0,11.0,94.0,57.291306000000006,8.0,0.95423967,183.0,0.0,0.008498584,0.0028328612,0.0,1.1,0.26628897,0.8,3.0,0.0,3.0,3.0,6.0,0.0,0.0,0.07951511,0.22890854,0.34567901,0.34567901,0.07082153,0.04532578,3.0,700.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6470.xml,150.0,100.0,150.0,150.0,150.0
295.0,1.0,0.0,2.0,0.0,4.0,9.0,96.0,9.554911,2.0,0.9181826,143.0,0.0033898305,0.0,0.006779661,0.0,2.25,0.32542372,0.5,0.0,5.0,0.0,2.0,0.0,3.0,2.0,0.06253865,0.10985565,0.27272728,0.23376623,0.09491525599999999,0.040677965,1.0,600.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6499.xml,100.0,100.0,150.0,100.0,150.0
275.0,1.0,1.0,1.0,0.0,7.0,8.0,98.0,46.355545,3.0,0.9563866,156.0,0.0036363637,0.0036363637,0.0036363637,0.0,1.0,0.35636362,0.375,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.08641149,0.25590799999999997,0.23376623,0.24675325,0.061818182,0.054545455,0.0,750.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6466.xml,150.0,150.0,150.0,150.0,150.0
220.0,0.0,1.0,0.0,0.0,4.0,4.0,100.0,30.731821000000004,5.0,0.9577025,133.0,0.0,0.0045454544,0.0,0.0,1.0,0.45454547,1.25,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.12553,0.27673143,0.234375,0.25,0.036363635,0.045454547000000005,0.0,500.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6472.xml,100.0,100.0,100.0,100.0,100.0
299.0,1.0,4.0,4.0,0.0,8.0,8.0,102.0,50.285354999999996,5.0,0.9487681,149.0,0.0033444815999999996,0.013377926000000002,0.013377926000000002,0.0,1.0,0.34113709999999997,0.625,3.0,0.0,1.0,2.0,8.0,4.0,0.0,0.076349035,0.20290529999999998,0.42028984,0.28985506,0.08361204,0.030100334,5.0,750.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6512.xml,150.0,150.0,150.0,150.0,150.0
311.0,1.0,3.0,1.0,0.0,9.0,11.0,104.0,49.53013,6.0,0.9621943000000001,175.0,0.003215434,0.009646301999999999,0.003215434,0.0,1.1,0.33440515,0.6,1.0,0.0,2.0,1.0,6.0,4.0,2.0,0.0618779,0.12318399999999999,0.25,0.3,0.06752411,0.025723472,2.0,700.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6506.xml,100.0,150.0,150.0,150.0,150.0
387.0,2.0,0.0,2.0,0.0,7.0,11.0,106.0,44.468483,4.0,0.88916546,185.0,0.005167959000000001,0.0,0.005167959000000001,0.0,1.375,0.27390182,0.5,0.0,15.0,3.0,4.0,9.0,2.0,0.0,0.039509743,0.14455369,0.51282054,0.5897435999999999,0.067183465,0.059431523,3.0,500.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6513.xml,100.0,100.0,100.0,100.0,100.0
299.0,0.0,1.0,1.0,0.0,10.0,11.0,108.0,53.078835,6.0,0.9448231,151.0,0.0,0.0033444815999999996,0.0033444815999999996,0.0,1.0,0.36120403,0.54545456,0.0,5.0,0.0,1.0,2.0,1.0,1.0,0.10087642,0.34654182,0.41666666,0.18055555,0.11036789400000001,0.040133777999999995,2.0,700.0,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-brasil-um-pais-energia-limpa/xml/6467.xml,150.0,100.0,150.0,150.0,150.0
