predict,target,filename
705.533569,750.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13039.xml
668.161377,300.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13029.xml
669.564941,550.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13071.xml
670.337463,650.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13070.xml
606.027161,450.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13064.xml
631.523926,220.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13112.xml
685.614502,350.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13072.xml
623.635376,500.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13067.xml
681.858459,450.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13098.xml
685.849426,500.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13113.xml
543.740234,250.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13088.xml
695.719604,500.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13116.xml
683.231873,500.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13114.xml
547.987732,250.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13061.xml
546.701355,300.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13050.xml
691.828003,900.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13078.xml
662.436157,250.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13119.xml
706.221069,650.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13131.xml
642.008545,450.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13084.xml
703.895508,500.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13047.xml
615.983093,400.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13095.xml
646.408691,450.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13043.xml
689.897766,450.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13094.xml
691.457092,450.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13121.xml
669.301636,600.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13069.xml
683.389160,400.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13055.xml
696.878235,900.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13054.xml
575.609619,220.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13068.xml
701.826355,500.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13097.xml
690.392761,600.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13134.xml
629.196655,300.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13108.xml
651.553772,400.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13031.xml
606.106995,300.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-desigualdade-social-no-brasil-causas-consequencias/xml/13034.xml
640.346130,750.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-adultizacao-infantil-uma-realidade-que-deve-ser-combatida/xml/7250.xml
669.244141,450.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-adultizacao-infantil-uma-realidade-que-deve-ser-combatida/xml/7223.xml
645.347473,550.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-adultizacao-infantil-uma-realidade-que-deve-ser-combatida/xml/7222.xml
663.039795,850.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-adultizacao-infantil-uma-realidade-que-deve-ser-combatida/xml/7220.xml
670.758728,650.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-adultizacao-infantil-uma-realidade-que-deve-ser-combatida/xml/7234.xml
618.251709,750.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-adultizacao-infantil-uma-realidade-que-deve-ser-combatida/xml/7217.xml
623.963684,600.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-adultizacao-infantil-uma-realidade-que-deve-ser-combatida/xml/7214.xml
661.034729,700.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-adultizacao-infantil-uma-realidade-que-deve-ser-combatida/xml/7228.xml
685.343750,950.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-adultizacao-infantil-uma-realidade-que-deve-ser-combatida/xml/7272.xml
621.617798,450.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-adultizacao-infantil-uma-realidade-que-deve-ser-combatida/xml/7258.xml
662.425354,800.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-adultizacao-infantil-uma-realidade-que-deve-ser-combatida/xml/7259.xml
698.428589,800.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-adultizacao-infantil-uma-realidade-que-deve-ser-combatida/xml/7265.xml
458.476288,650.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-adultizacao-infantil-uma-realidade-que-deve-ser-combatida/xml/7262.xml
642.843628,350.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12720.xml
620.531128,400.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12668.xml
703.151306,250.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12654.xml
577.997620,450.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12696.xml
616.638184,300.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12682.xml
673.002991,450.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12656.xml
576.498108,250.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12650.xml
677.728455,400.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12636.xml
679.358276,450.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12630.xml
663.952209,450.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12629.xml
674.909729,250.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12615.xml
637.517090,250.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12601.xml
708.557190,400.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12638.xml
546.180298,250.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12607.xml
626.681519,350.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12715.xml
641.980042,500.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12701.xml
684.270264,450.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12661.xml
668.039185,250.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12676.xml
630.270569,250.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12677.xml
686.689148,400.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12666.xml
655.996826,500.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12699.xml
531.456055,250.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-acabar-com-bullying-na-escola/xml/12706.xml
697.507690,600.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-reforma-trabalhista-uma-solucao-ou-um-problema/xml/13003.xml
698.698608,600.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-reforma-trabalhista-uma-solucao-ou-um-problema/xml/12965.xml
689.885742,750.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-reforma-trabalhista-uma-solucao-ou-um-problema/xml/12973.xml
680.908264,450.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-reforma-trabalhista-uma-solucao-ou-um-problema/xml/12999.xml
575.949829,500.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-reforma-trabalhista-uma-solucao-ou-um-problema/xml/12988.xml
669.401367,550.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-reforma-trabalhista-uma-solucao-ou-um-problema/xml/12963.xml
574.113831,350.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-reforma-trabalhista-uma-solucao-ou-um-problema/xml/12960.xml
640.328430,450.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-reforma-trabalhista-uma-solucao-ou-um-problema/xml/12951.xml
388.900696,210.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-reforma-trabalhista-uma-solucao-ou-um-problema/xml/12950.xml
681.584473,500.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-reforma-trabalhista-uma-solucao-ou-um-problema/xml/12947.xml
513.528870,220.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-reforma-trabalhista-uma-solucao-ou-um-problema/xml/12957.xml
680.399414,500.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-reforma-trabalhista-uma-solucao-ou-um-problema/xml/12942.xml
699.278992,500.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-reforma-trabalhista-uma-solucao-ou-um-problema/xml/12983.xml
700.681763,600.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-reforma-trabalhista-uma-solucao-ou-um-problema/xml/12955.xml
619.975464,650.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12127.xml
623.582214,600.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12134.xml
698.194763,800.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12179.xml
603.322876,400.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12144.xml
528.045410,500.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12224.xml
610.854431,750.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12185.xml
642.762390,850.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12152.xml
688.541443,300.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12184.xml
625.543640,700.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12231.xml
479.528961,400.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12157.xml
567.217163,400.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12208.xml
610.099243,250.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12220.xml
613.922058,320.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12154.xml
557.113464,500.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12164.xml
609.148499,500.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12170.xml
665.087280,800.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12171.xml
616.184082,650.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12176.xml
667.131592,500.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12163.xml
541.057373,300.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-caminhos-para-combater-intolerancia-religiosa-no-brasil/xml/12201.xml
613.456177,800.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-aids-desafio-conscientizacao-continua/xml/8941.xml
710.437866,650.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-aids-desafio-conscientizacao-continua/xml/8930.xml
594.013245,0.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-aids-desafio-conscientizacao-continua/xml/8905.xml
672.389648,750.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-aids-desafio-conscientizacao-continua/xml/8912.xml
694.226685,850.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-aids-desafio-conscientizacao-continua/xml/8906.xml
692.060791,900.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8411.xml
640.177856,850.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8406.xml
671.552673,700.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8412.xml
654.417786,800.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8401.xml
652.401917,950.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8513.xml
595.825806,600.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8464.xml
649.758362,700.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8515.xml
708.348938,800.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8529.xml
703.418457,600.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8475.xml
700.295776,900.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8449.xml
707.526062,700.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8516.xml
521.945862,600.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8502.xml
716.831238,800.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8447.xml
644.658569,700.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8446.xml
638.067139,500.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8530.xml
685.821350,900.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8479.xml
631.893860,850.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8486.xml
675.423950,900.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8469.xml
692.324646,650.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8454.xml
665.906372,850.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8495.xml
660.559631,450.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8432.xml
707.866272,650.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8423.xml
640.999329,650.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8409.xml
696.068298,650.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8421.xml
657.261353,800.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8420.xml
613.402344,750.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-Agua-desafio-uso-racional-preservacao/xml/8391.xml
677.360962,750.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10485.xml
565.330688,700.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10486.xml
603.416260,800.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10509.xml
633.547729,450.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10440.xml
681.394531,800.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10425.xml
656.586060,850.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10436.xml
652.076965,850.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10378.xml
682.980103,550.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10423.xml
610.019409,650.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10437.xml
627.445312,750.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10386.xml
619.765442,700.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10384.xml
597.228088,850.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10390.xml
598.486450,800.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10435.xml
604.194885,700.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10388.xml
724.025757,800.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10407.xml
612.579468,750.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10361.xml
619.693359,850.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10413.xml
707.327942,950.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10416.xml
681.272156,750.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10366.xml
519.568115,700.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10414.xml
534.667969,750.000000,/Users/evelin.amorim/Documents/UFMG/aes/databrasilescola_1/tema-a-retomada-espaco-publico-nas-cidades/xml/10429.xml
