NumberTokens,FirstPerson,Enclise,Demonstrative,GrammarErrors,SentenceLong,DiscourseMarkers,SpellingCheck,FleshScore,StyleErrors,SimilarityPrompt,NumberDiffWords,FirstPersonNorm,EncliseNorm,DemonstrativeNorm,GrammarErrorsNorm,DiscourseMarkersNorm,SpellingCheckNorm,StyleErrorsNorm,IndeterminationInstrucments,FirstPersonPlural,PassiveVoice,SubordinateClause,LexicalComplexity,AnaphorPronouns,RacistTerms,SimilaritySentences,SimilaritySentencesMax,Articles,Pronouns,Adverbs,Conjunctions,ConclusionMarkers,finalGrade,filename,understandingGrade,selectinginfoGrade,showknowGrade,solutionGrade,formalGrade
116.0,0.0,0.0,0.0,0.0,5.0,3.0,22.0,63.583103,2.0,0.84176105,80.0,0.0,0.0,0.0,0.0,0.6,0.18965517,0.4,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.06083686,0.13655195,0.5185185,0.29629629999999996,0.11206896599999999,0.03448276,2.0,250.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/bandido-bom-e-bandido-morto/xml/todos-tem-o-direito-de-viver.xml,50.0,50.0,50.0,50.0,50.0
188.0,1.0,2.0,2.0,0.0,5.0,6.0,24.0,69.32,1.0,0.8719720999999999,114.0,0.0053191490000000004,0.010638298000000001,0.010638298000000001,0.0,1.0,0.12765957,0.16666667,2.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0702098,0.14684922,0.26666668,0.2888889,0.08510638,0.03723404,5.0,200.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/bandido-bom-e-bandido-morto/xml/violencia-gera-consequencia.xml,50.0,50.0,50.0,0.0,50.0
374.0,0.0,5.0,0.0,0.0,12.0,12.0,26.0,54.051280000000006,4.0,0.934048,210.0,0.0,0.013368983999999999,0.0,0.0,1.0,0.069518715,0.33333334,3.0,0.0,3.0,2.0,7.0,0.0,0.0,0.06216131,0.15928671,0.28282827,0.1919192,0.03208556,0.04812834,3.0,500.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/bandido-bom-e-bandido-morto/xml/a-violencia-pela-violencia-nao-vale-a-pena.xml,100.0,100.0,100.0,100.0,100.0
316.0,0.0,0.0,4.0,0.0,15.0,8.0,28.0,68.91708,10.0,0.8980264000000001,152.0,0.0,0.0,0.012658228,0.0,0.5,0.088607594,0.625,0.0,0.0,4.0,1.0,6.0,3.0,1.0,0.074574165,0.17566782,0.43283582,0.35820895,0.09810126599999999,0.050632912999999995,5.0,250.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/bandido-bom-e-bandido-morto/xml/violencia-nao-e-justica.xml,50.0,50.0,50.0,50.0,50.0
282.0,1.0,1.0,1.0,0.0,6.0,8.0,30.0,46.93,6.0,0.86356413,158.0,0.0035460991999999997,0.0035460991999999997,0.0035460991999999997,0.0,1.3333334,0.10638298,1.0,0.0,2.0,2.0,1.0,5.0,1.0,1.0,0.11804551,0.17634383,0.375,0.42857143,0.09929078,0.04255319,2.0,400.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/bandido-bom-e-bandido-morto/xml/violencia-nao-se-resolve-com-violencia.xml,100.0,50.0,50.0,100.0,100.0
304.0,4.0,0.0,1.0,0.0,8.0,8.0,32.0,53.588028,5.0,0.8978564,186.0,0.013157895,0.0,0.0032894737,0.0,1.0,0.10526316,0.625,0.0,0.0,2.0,2.0,4.0,2.0,1.0,0.053020782999999995,0.14544941,0.41095892,0.32876712,0.0756579,0.049342107,2.0,500.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/bandido-bom-e-bandido-morto/xml/a-intolerancia-da-sociedade-diante-dos-atuais-problemas.xml,100.0,100.0,100.0,100.0,100.0
162.0,0.0,0.0,2.0,0.0,2.0,4.0,34.0,26.664447999999997,2.0,0.7899393,96.0,0.0,0.0,0.012345678999999998,0.0,2.0,0.20987654,1.0,0.0,6.0,2.0,1.0,4.0,2.0,0.0,0.08709665400000001,0.17419331,0.5714286,0.8214286,0.074074075,0.043209877,0.0,0.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/bandido-bom-e-bandido-morto/xml/a-maldade-esta-esta-no-mundo.xml,0.0,0.0,0.0,0.0,0.0
333.0,2.0,1.0,2.0,0.0,10.0,10.0,36.0,64.93271,2.0,0.90794134,171.0,0.0060060059999999995,0.0030030029999999997,0.0060060059999999995,0.0,0.8333333,0.10810811,0.16666667,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.05448109,0.139403,0.32954547,0.17045455,0.05105105,0.042042043,6.0,400.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/bandido-bom-e-bandido-morto/xml/osso-duro-de-roer.xml,100.0,50.0,50.0,100.0,100.0
341.0,0.0,0.0,0.0,0.0,8.0,7.0,38.0,60.573914,6.0,0.90457684,196.0,0.0,0.0,0.0,0.0,0.875,0.11143695,0.75,0.0,1.0,1.0,3.0,5.0,0.0,2.0,0.04551249,0.14372599,0.40506329999999996,0.29113925,0.10557185,0.02346041,3.0,400.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/bandido-bom-e-bandido-morto/xml/violencia-so-gera-violencia.xml,100.0,50.0,50.0,100.0,100.0
299.0,2.0,2.0,4.0,0.0,13.0,5.0,40.0,65.34418000000001,2.0,0.7260843000000001,160.0,0.006688963000000001,0.006688963000000001,0.013377926000000002,0.0,0.38461540000000005,0.13377926,0.15384616,0.0,0.0,2.0,1.0,6.0,4.0,0.0,0.06568661,0.16765158,0.46875,0.4375,0.04682274,0.05685619,3.0,350.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u665.xml,100.0,50.0,50.0,50.0,100.0
316.0,1.0,1.0,1.0,0.0,10.0,13.0,42.0,68.9288,1.0,0.6451441,176.0,0.003164557,0.003164557,0.003164557,0.0,1.0,0.1329114,0.07692308,1.0,0.0,1.0,4.0,2.0,3.0,2.0,0.038828526,0.14253321,0.35526314,0.34210527,0.06962025,0.06329114,2.0,600.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u659.xml,100.0,100.0,100.0,150.0,150.0
278.0,0.0,3.0,4.0,0.0,5.0,11.0,44.0,38.4172,6.0,0.67273307,146.0,0.0,0.010791367,0.01438849,0.0,2.2,0.15827338,1.2,2.0,0.0,0.0,3.0,7.0,2.0,0.0,0.081821695,0.26441154,0.45762712,0.35593220000000003,0.06474819999999999,0.07553957,8.0,100.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u658.xml,50.0,0.0,0.0,50.0,0.0
283.0,0.0,0.0,2.0,0.0,9.0,8.0,46.0,63.714878000000006,6.0,0.7100647,158.0,0.0,0.0,0.007067138000000001,0.0,0.8888889000000001,0.16254418,0.6666667,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.09374379,0.17899095,0.38983049999999997,0.44067797,0.077738516,0.06713781,5.0,400.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u664.xml,100.0,50.0,50.0,50.0,150.0
204.0,0.0,0.0,4.0,0.0,7.0,8.0,48.0,74.66765,3.0,0.6945286999999999,113.0,0.0,0.0,0.019607844,0.0,1.1428572,0.23529412,0.42857143,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.06350195,0.13588344,0.5365854,0.4878049,0.0882353,0.068627454,1.0,250.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u666.xml,50.0,50.0,50.0,0.0,100.0
205.0,0.0,0.0,1.0,0.0,5.0,7.0,50.0,62.870369999999994,4.0,0.570206,131.0,0.0,0.0,0.004878049000000001,0.0,1.1666666,0.24390244,0.6666667,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.057754636,0.19907689,0.2820513,0.74358976,0.07317073,0.053658538,2.0,300.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u663.xml,100.0,0.0,50.0,50.0,100.0
485.0,1.0,5.0,9.0,0.0,16.0,19.0,52.0,59.238921999999995,7.0,0.6717086999999999,251.0,0.0020618557000000003,0.010309278,0.018556701000000002,0.0,1.1176469999999998,0.10721649,0.4117647,1.0,0.0,0.0,3.0,9.0,12.0,4.0,0.099526614,0.30582345,0.24770643,0.42201835,0.065979384,0.06185567,5.0,500.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u662.xml,100.0,100.0,100.0,100.0,100.0
243.0,0.0,4.0,2.0,0.0,10.0,7.0,54.0,72.216484,7.0,0.70972496,143.0,0.0,0.016460905,0.008230452,0.0,0.5833333,0.22222222,0.5833333,2.0,0.0,0.0,3.0,6.0,2.0,1.0,0.058096454000000006,0.21629593,0.47272727,0.29090908,0.037037037,0.04938271599999999,4.0,300.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u648.xml,50.0,50.0,50.0,50.0,100.0
366.0,1.0,2.0,2.0,0.0,11.0,11.0,56.0,52.612125,1.0,0.6030042,208.0,0.0027322403999999996,0.0054644807,0.0054644807,0.0,1.0,0.15300547,0.09090909,1.0,1.0,1.0,2.0,6.0,2.0,2.0,0.09453860000000001,0.18916026,0.29032257,0.34408602,0.04918033,0.06284153,4.0,900.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u660.xml,200.0,150.0,200.0,150.0,200.0
448.0,0.0,0.0,4.0,0.0,13.0,10.0,58.0,71.4208,14.0,0.6869764,221.0,0.0,0.0,0.008928572,0.0,0.625,0.12946428,0.875,0.0,5.0,1.0,3.0,6.0,4.0,0.0,0.09881867,0.23218893,0.3956044,0.72527474,0.0625,0.06026786,5.0,450.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u661.xml,100.0,100.0,50.0,100.0,100.0
330.0,4.0,2.0,6.0,0.0,14.0,10.0,60.0,67.02591,3.0,0.6528026,177.0,0.012121212,0.006060606,0.018181818,0.0,0.625,0.18181819,0.1875,2.0,2.0,2.0,2.0,4.0,10.0,1.0,0.08834024,0.32015675,0.3292683,0.36585367,0.06969697,0.042424243,0.0,400.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u649.xml,100.0,100.0,50.0,50.0,100.0
335.0,1.0,3.0,1.0,0.0,7.0,11.0,62.0,41.778954,8.0,0.5702411999999999,198.0,0.0029850746999999997,0.0089552235,0.0029850746999999997,0.0,1.5714285,0.18507463,1.1428572,0.0,2.0,2.0,2.0,8.0,2.0,2.0,0.056224994,0.17778718,0.31428573,0.5285714,0.06865671,0.06268657,2.0,250.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u650.xml,100.0,50.0,50.0,0.0,50.0
462.0,0.0,0.0,0.0,0.0,14.0,12.0,64.0,62.00318000000001,3.0,0.7038266,224.0,0.0,0.0,0.0,0.0,0.8,0.13852814,0.2,0.0,0.0,1.0,1.0,11.0,1.0,0.0,0.062346313,0.20182550000000002,0.45882353,0.6,0.0995671,0.051948052,5.0,700.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u651.xml,150.0,150.0,100.0,150.0,150.0
327.0,2.0,5.0,2.0,0.0,12.0,13.0,66.0,66.89735,8.0,0.60462826,200.0,0.006116208000000001,0.01529052,0.006116208000000001,0.0,0.9285714,0.20183486,0.5714286,3.0,4.0,2.0,2.0,6.0,4.0,0.0,0.065185554,0.22694539,0.31578946,0.39473686,0.094801225,0.033639143999999996,2.0,700.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u653.xml,150.0,150.0,150.0,50.0,200.0
379.0,0.0,1.0,4.0,0.0,13.0,9.0,68.0,58.01266999999999,16.0,0.7073001,182.0,0.0,0.0026385225,0.01055409,0.0,0.6923077,0.17941953,1.2307693000000002,0.0,3.0,0.0,1.0,5.0,5.0,1.0,0.093587235,0.23161583,0.43373495,0.40963855,0.07651715,0.039577838,2.0,150.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u647.xml,50.0,0.0,0.0,50.0,50.0
357.0,4.0,1.0,3.0,0.0,13.0,16.0,70.0,86.78841,5.0,0.5749218,203.0,0.011204482,0.0028011205,0.008403362,0.0,0.8,0.19607843,0.25,1.0,2.0,8.0,2.0,4.0,7.0,0.0,0.045925863,0.12222078,0.28169015,0.47887325,0.081232496,0.06162465,3.0,400.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u652.xml,100.0,50.0,100.0,50.0,100.0
293.0,0.0,7.0,2.0,0.0,9.0,8.0,72.0,49.176155,14.0,0.7059101999999999,180.0,0.0,0.023890786,0.006825938399999999,0.0,0.8888889000000001,0.24573378,1.5555556000000001,4.0,1.0,1.0,2.0,7.0,1.0,1.0,0.07264617,0.1392094,0.26865673,0.26865673,0.054607507,0.044368602,6.0,300.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u656.xml,100.0,50.0,50.0,50.0,50.0
421.0,0.0,3.0,4.0,0.0,12.0,11.0,74.0,56.59965,9.0,0.69672644,226.0,0.0,0.007125891,0.009501188,0.0,0.84615386,0.17577197,0.6923077,3.0,0.0,1.0,2.0,12.0,4.0,0.0,0.08577589,0.19813931,0.43157893,0.48421052,0.066508316,0.057007127000000005,5.0,400.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u655.xml,100.0,50.0,100.0,50.0,100.0
295.0,0.0,2.0,1.0,0.0,13.0,9.0,76.0,86.88839,3.0,0.700045,137.0,0.0,0.006779661,0.0033898305,0.0,0.5625,0.25762713,0.1875,2.0,0.0,3.0,4.0,5.0,2.0,0.0,0.072004884,0.46651223,0.5555555999999999,0.3015873,0.08135593,0.047457627999999995,5.0,400.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/como-solucionar-o-problema-do-bullying-na-escola-ou-na-internet/xml/ult4657u654.xml,50.0,50.0,100.0,100.0,100.0
420.0,4.0,1.0,2.0,0.0,16.0,17.0,78.0,91.77286,6.0,0.66903996,211.0,0.00952381,0.0023809525,0.004761905,0.0,0.77272725,0.18571429,0.27272728,0.0,1.0,4.0,2.0,11.0,3.0,0.0,0.10149391,0.24480441,0.20987654,0.56790125,0.10238095400000001,0.057142857000000005,1.0,150.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/e-possivel-prevenir-massacres-como-o-da-escola-de-realengo/xml/acerto-de-contas.xml,50.0,50.0,0.0,0.0,50.0
367.0,2.0,3.0,11.0,0.0,12.0,8.0,80.0,64.12399,4.0,0.74614817,210.0,0.005449591,0.008174387,0.029972752999999998,0.0,0.61538464,0.21798365,0.30769232,1.0,1.0,1.0,2.0,8.0,8.0,1.0,0.12330936,0.26122105,0.3882353,0.47058824,0.073569484,0.051771116,5.0,450.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/e-possivel-prevenir-massacres-como-o-da-escola-de-realengo/xml/o-catastrofico-resultado-da-previsao-sobre-a-prevencao.xml,100.0,50.0,100.0,100.0,100.0
325.0,0.0,3.0,6.0,0.0,6.0,7.0,82.0,33.41515,3.0,0.6905452,180.0,0.0,0.009230769,0.018461538,0.0,1.1666666,0.25230768,0.5,1.0,0.0,0.0,2.0,12.0,4.0,0.0,0.12368953,0.3962746,0.42647058,0.7058824,0.08,0.036923077,2.0,300.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/e-possivel-prevenir-massacres-como-o-da-escola-de-realengo/xml/e-melhor-prevenir-do-que-remediar.xml,100.0,50.0,50.0,50.0,50.0
282.0,3.0,0.0,0.0,0.0,10.0,4.0,84.0,84.72,7.0,0.80585426,157.0,0.010638298000000001,0.0,0.0,0.0,0.30769232,0.29787233,0.53846157,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.10247839,0.23528126,0.4084507,0.28169015,0.06382979,0.04609929,1.0,300.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/e-possivel-prevenir-massacres-como-o-da-escola-de-realengo/xml/massacre-no-rio.xml,50.0,50.0,50.0,50.0,100.0
272.0,0.0,4.0,2.0,0.0,12.0,7.0,86.0,55.291619999999995,2.0,0.7711332,160.0,0.0,0.014705882,0.007352941,0.0,0.53846157,0.31617647,0.15384616,1.0,1.0,0.0,2.0,6.0,2.0,0.0,0.07330913,0.16656729999999997,0.3857143,0.24285714,0.04411765,0.033088237,8.0,1000.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/e-possivel-prevenir-massacres-como-o-da-escola-de-realengo/xml/o-que-fazer.xml,200.0,200.0,200.0,200.0,200.0
336.0,1.0,4.0,5.0,0.0,13.0,7.0,88.0,78.455,2.0,0.79850674,195.0,0.0029761905,0.011904762,0.014880952,0.0,0.46666667,0.26190478,0.13333334,0.0,0.0,1.0,2.0,4.0,6.0,3.0,0.08947754,0.3587344,0.20238096,0.39285713,0.041666668,0.04761905,4.0,750.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/e-possivel-prevenir-massacres-como-o-da-escola-de-realengo/xml/um-problema-sem-explicacao.xml,150.0,100.0,150.0,150.0,200.0
150.0,0.0,0.0,2.0,0.0,5.0,7.0,90.0,59.901,0.0,0.8017179,89.0,0.0,0.0,0.013333333999999999,0.0,1.4,0.6,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.031848483,0.051366467,0.22857143,0.34285715,0.07333333,0.046666667,2.0,200.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/e-possivel-prevenir-massacres-como-o-da-escola-de-realengo/xml/violencia-nas-escolas.xml,50.0,0.0,50.0,50.0,50.0
382.0,0.0,1.0,3.0,0.0,12.0,5.0,92.0,54.371047999999995,5.0,0.81394094,230.0,0.0,0.002617801,0.007853403,0.0,0.41666666,0.2408377,0.41666666,0.0,1.0,3.0,2.0,4.0,4.0,0.0,0.04427302,0.12242659,0.32967034,0.4065934,0.060209423,0.05235602,1.0,650.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/e-possivel-prevenir-massacres-como-o-da-escola-de-realengo/xml/violencia-gera-violencia.xml,150.0,50.0,100.0,200.0,150.0
282.0,0.0,0.0,2.0,0.0,6.0,14.0,94.0,44.83,4.0,0.73860306,149.0,0.0,0.0,0.007092198399999999,0.0,2.3333333,0.33333334,0.6666667,0.0,12.0,1.0,1.0,0.0,3.0,1.0,0.13394912,0.24742024,0.2361111,0.34722220000000004,0.06737588,0.05319149,0.0,450.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/e-possivel-prevenir-massacres-como-o-da-escola-de-realengo/xml/falta-de-amor.xml,100.0,100.0,50.0,100.0,100.0
314.0,3.0,4.0,1.0,0.0,9.0,12.0,96.0,70.532425,3.0,0.8448253000000001,187.0,0.00955414,0.012738853999999999,0.0031847134,0.0,1.2,0.30573249999999996,0.3,2.0,0.0,4.0,1.0,5.0,1.0,1.0,0.053905774000000004,0.1802786,0.24705882,0.29411766,0.050955415,0.050955415,2.0,950.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/e-possivel-prevenir-massacres-como-o-da-escola-de-realengo/xml/a-importancia-do-dialogo.xml,200.0,200.0,200.0,150.0,200.0
295.0,1.0,2.0,1.0,0.0,10.0,8.0,98.0,79.93806,1.0,0.6994604999999999,170.0,0.0033898305,0.006779661,0.0033898305,0.0,0.6666667,0.33220340000000004,0.083333336,0.0,3.0,1.0,3.0,8.0,1.0,1.0,0.0637799,0.16887325,0.35384616,0.4923077,0.09152542,0.044067796,3.0,300.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/e-possivel-prevenir-massacres-como-o-da-escola-de-realengo/xml/interrompidas.xml,50.0,50.0,50.0,50.0,100.0
504.0,2.0,14.0,4.0,0.0,15.0,13.0,100.0,59.455709999999996,13.0,0.8039258,280.0,0.003968254,0.027777778,0.007936508,0.0,0.68421054,0.19841270000000003,0.68421054,6.0,0.0,1.0,1.0,20.0,5.0,1.0,0.09693586,0.30754146,0.32743362,0.38053098,0.057539683,0.03968254,2.0,350.0,/Users/evelin.amorim/Documents/UFMG/aes/datav2.0_norm_1/e-possivel-prevenir-massacres-como-o-da-escola-de-realengo/xml/e-necessario-remir-a-etica-da-coexistencia-social.xml,100.0,100.0,50.0,50.0,50.0
